dataset,n,model,kernel,bandwidth,kappa,mean_test_rss,sd_test_rss,mean_test_mae_deg,n_folds
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,12.266810847088667,,0.28175603118782316,0.14392525534590045,21.953448581136918,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,13.23498755589342,,0.28175603118782316,0.14392525534590045,21.953448581136918,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,14.279579084422442,,0.2541304833732973,0.0864707731329036,19.848667114642602,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,15.406616588579809,,0.2541304833732973,0.0864707731329036,19.848667114642602,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,16.622607242425104,,0.2258968191554692,0.08499753160707518,18.8045647103869,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,17.93457180863057,,0.2258968191554692,0.08499753160707518,18.8045647103869,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,19.350085174243723,,0.2258968191554692,0.08499753160707518,18.8045647103869,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,20.87732008579673,,0.20418942901793785,0.08268924454593311,17.93289616655973,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,22.525094336275785,,0.22390743947283848,0.08892827793588869,18.129141409417223,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,24.302921676393932,,0.22390743947283848,0.08892827793588869,18.129141409417223,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,26.221066744113397,,0.20242599525433452,0.09246475565262195,17.72923433637542,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,28.29060432956419,,0.2198204157182512,0.09643298372327082,18.416343509121113,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,30.523483317536485,,0.28458653681422497,0.11339654203148752,22.565823985158772,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,32.93259567673154,,0.3336041450717354,0.12254534411242578,25.32821492359461,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,35.531850894094156,,0.41990511367594446,0.14441974816415076,29.575385415424375,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,38.33625628398813,,0.5913526320469499,0.20789812173141292,36.54472699242784,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,41.3620036358955,,0.675883264354136,0.2059404941385103,40.13555797139821,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,44.62656270091733,,0.9152691997569755,0.2104762208314134,48.77166996030318,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,48.1487820568388,,1.0225515182661975,0.19311067982036667,52.72116866651139,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,51.94899793412292,,1.1819412991535716,0.1651179337619253,58.057126400639504,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,56.04915163116154,,1.2202629395520384,0.17535718156512792,59.51056105917555,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,60.472916196703494,,1.3075189710557529,0.19021247588828288,61.694692292495986,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,65.24583311088625,,1.2579933099976752,0.2104792157310297,59.77455837759612,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,70.39545975402585,,1.1832561902131833,0.22676281752242536,57.35617862767201,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,75.9515285146056,,1.116336759930726,0.23731090592478524,55.369434403603634,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,81.94611845510454,,1.0278559007859123,0.286275500179131,52.43655422736403,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,88.41384052681296,,1.0002428446715554,0.3107089418464918,51.39664523777318,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,95.39203740300869,,0.9984208532657058,0.3178112964837886,51.32551343759691,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,102.92099908427116,,1.002396177511757,0.3179201060683597,51.44245882986597,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,111.04419552077243,,1.00219809282607,0.31752306772552435,51.44690000686835,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,119.80852759463738,,1.00219809282607,0.31752306772552435,51.44690000686835,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,129.26459791146698,,1.00219809282607,0.31752306772552435,51.44690000686835,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,139.46700296449637,,1.00219809282607,0.31752306772552435,51.44690000686835,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,150.4746483582522,,1.00219809282607,0.31752306772552435,51.44690000686835,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,162.35108891171686,,1.00219809282607,0.31752306772552435,51.44690000686835,5
